TOX_D_48_UT,E_COLI_NMP_100mL,TOX_V_15_UT
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.001,0.0,0.0013
0.0011,0.0,0.0013
0.001,0.0,0.0013
0.001,0.0,0.0012
0.0064,0.0,0.0088
0.001,0.0,0.0012
0.001,0.0,0.0012
0.0058,0.0,0.0069
0.0052,0.0,0.0062
0.0011,0.0,0.0013
0.0009,0.0,0.0011
0.0033,0.0,0.0038
0.0051,0.0,0.006
0.0065,0.0,0.0076
0.0041,0.0,0.0048
0.0294,0.0,0.0354
0.0165,0.0,0.0199
0.0063,0.0,0.0074
0.1194,0.0,0.1429
0.0064,0.0,0.0089
0.0003,0.0,0.0007
0.0004,0.0,0.0005
0.0003,0.0,0.0004
0.001,0.0,0.0012
0.001,0.0,0.0013
0.001,0.0,0.0012
0.001,0.0,0.0012
0.0011,0.0,0.0013
0.001,0.0,0.0011
0.0011,0.0,0.0013
0.001,0.0,0.0012
0.001,0.0,0.0012
0.001,0.0,0.0012
0.0064,0.0,0.0089
0.0015,0.0,0.0
0.0012,0.0,0.0015
0.0012,0.0,0.0015
0.0012,0.0,0.0015
0.0012,0.0,0.0014
0.0018,0.0,0.0022
0.0009,0.0,0.001
0.0041,0.0,0.0049
0.0022,0.0,0.0025
0.0033,0.0,0.0041
0.0027,0.0,0.0033
0.0011,0.0,0.0014
0.001,0.0,0.0012
0.0017,0.0,0.0021
0.0012,0.0,0.0015
0.0019,0.0,0.0022
0.002,0.0,0.0024
0.0011,0.0,0.0015
0.001,0.0,0.0011
0.0022,0.0,0.0026
0.0003,0.0,0.0005
0.0012,0.0,0.0015
0.0012,0.0,0.0015
0.0012,0.0,0.0015
0.0012,0.0,0.0015
0.0028,0.0,0.0032
0.0012,0.0,0.0015
0.0012,0.0,0.0015
0.0012,0.0,0.0015
0.0012,0.0,0.0015
0.0019,0.0,0.0026
0.004,0.0,0.005
0.0007,0.0,0.0011
0.0215,0.0,0.0256
0.0012,0.0,0.0015
0.001,0.0,0.0011
0.0012,0.0,0.0015
0.0012,0.0,0.0015
0.0002,0.0,0.0006
0.0012,0.0,0.0015
0.0005,0.0,0.0007
0.0009,0.0,0.0012
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0,0.0,0.0001
0.0011,0.0,0.0012
0.0014,0.0,0.0016
0.0064,0.0,0.0089
0.0004,0.0,0.0003
0.0012,0.0,0.0015
0.0012,0.0,0.0015
0.0012,0.0,0.0015
0.0008,0.0,0.0007
0.0012,0.0,0.0015
0.0011,0.0,0.0015
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0007,0.0,0.0009
0.0064,0.0,0.0089
0.0012,0.0,0.0015
0.0002,0.0,0.0001
0.0011,0.0,0.0014
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0064,0.0,0.0088
0.0625,0.0,0.0907
0.007,0.0,0.0097
0.0207,0.0,0.0259
0.0,0.0,0.0
0.0021,0.0,0.0024
0.0008,0.0,0.0008
0.0003,0.0,0.0002
0.0009,0.0,0.0009
0.0008,0.0,0.0008
0.0771,0.0,0.0
1.0,0.0,0.1264
0.0018,0.0,0.0031
0.0282,0.0,0.0342
0.0053,0.0,0.0069
0.0042,0.0,0.0049
0.0,0.0,0.044
0.0,0.0,0.0505
0.0,0.0,0.5727
0.2118,0.0,0.164
0.0049,0.0,0.0057
0.0012,0.0,0.0015
0.0012,0.0,0.0015
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0064,0.0,0.0088
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0027,0.0,0.0031
0.0027,0.0,0.0031
0.0042,0.0,0.0049
0.0045,0.0,0.0053
0.0028,0.0,0.0033
0.0011,0.0,0.0014
0.0001,0.0,0.0002
0.001,0.0,0.0011
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0027,0.0,0.0031
0.0,0.0,0.0
0.0021,0.0,0.0027
0.0122,0.0,0.0149
0.0024,0.0,0.0029
0.0008,0.0,0.001
0.0006,0.0,0.0007
0.0009,0.0,0.0011
0.0023,0.0,0.0028
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0102,0.0,0.0253
0.0073,0.0,0.0122
0.0099,0.0,0.0237
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0046,0.0,0.0001
0.0045,0.0,0.0003
0.006,0.0,0.0
0.0042,0.0,0.0
0.0066,0.0,0.0091
0.0066,0.0,0.0091
0.0066,0.0,0.0091
0.0066,0.0,0.0091
0.0066,0.0,0.0091
0.0066,0.0,0.0091
0.0066,0.0,0.0091
0.0066,0.0,0.0091
0.0064,0.0,0.008
0.0062,0.0,0.0071
0.0075,0.0,0.0131
0.0059,0.0,0.0057
0.0054,0.0,0.0035
0.0062,0.0,0.007
0.0063,0.0,0.0077
0.0068,0.0,0.01
0.1625,0.0005,0.5803
0.0065,0.0,0.0078
0.1356,0.0006,0.6705
0.0007,0.0,0.0002
0.0006,0.0,0.0003
0.0019,0.0,0.0
0.0066,0.0,0.0091
0.0066,0.0,0.0091
0.0046,0.0,0.0
0.0066,0.0,0.0091
0.0007,0.0,0.0008
0.0004,0.0,0.0006
0.0064,0.0,0.0088
0.0121,0.0,0.0144
0.0941,0.0,0.1125
0.1445,0.0,0.1726
0.1226,0.0,0.1465
0.0014,0.0,0.0017
0.0003,0.0,0.0004
0.0011,0.0,0.0015
0.0066,0.0,0.0092
0.001,0.0,0.0004
0.001,0.0,0.0003
0.0011,0.0,0.0005
0.0011,0.0,0.0005
0.0011,0.0,0.0005
0.001,0.0,0.0004
0.0011,0.0,0.0005
0.001,0.0,0.0004
0.001,0.0,0.0003
0.0067,0.0,0.0087
0.0067,0.0,0.0087
0.2701,0.0,0.319
0.0066,0.0,0.0086
0.0066,0.0,0.0086
0.0066,0.0,0.0086
0.0066,0.0,0.0086
0.0066,0.0,0.0086
0.0066,0.0,0.0086
0.0,0.0,0.0
0.0045,0.0,0.0061
0.0066,0.0,0.0086
0.0059,0.0,0.0286
23.716,0.0,413.1818
0.1482,0.0006,0.6052
0.1185,0.0004,0.4874
0.0011,0.0,0.0088
0.0031,0.0,0.0208
0.0002,0.0,0.0036
0.0242,0.0,0.0382
0.0013,0.0,0.001
0.0002,0.0,0.0055
0.0002,0.0,0.002
0.0006,0.0,0.0
0.0005,0.0,0.0023
62.2633,0.2473,266.7619
27.4646,0.0968,797.1871
251.7605,1.0,1078.6529
0.0006,0.0,0.0036
64.4534,0.2581,269.3502
0.0012,0.0,0.0073
125.0203,0.4946,542.1679
211.9926,0.8387,919.3276
0.0008,0.0,0.0006
0.0037,0.0,0.0019
0.0013,0.0,0.0006
0.0271,0.0,0.0331
0.0,0.0,0.0
0.0001,0.0,0.0002
0.0001,0.0,0.0001
0.0006,0.0,0.0007
0.0001,0.0,0.0002
0.0002,0.0,0.0002
0.0007,0.0,0.0045
0.0032,0.0,0.0026
0.0064,0.0,0.008
0.0003,0.0,0.0004
0.0009,0.0,0.001
0.005,0.0,0.0125
0.0005,0.0,0.006
0.0052,0.0,0.0105
0.007,0.0,0.0306
0.0033,0.0,0.0051
0.0001,0.0,0.0097
0.0026,0.0,0.0162
0.0006,0.0,0.0003
0.0009,0.0,0.0009
0.0004,0.0,0.0006
0.0011,0.0,0.0013
0.0002,0.0,0.0006
0.0259,0.0,0.0287
0.0003,0.0,0.0031
0.0204,0.0,0.0251
0.003,0.0,0.0004
0.001,0.0,0.0011
0.001,0.0,0.0008
0.0054,0.0,0.0067
0.0025,0.0,0.0004
0.0153,0.0,0.0271
0.0023,0.0,0.0008
0.0021,0.0,0.0003
0.0005,0.0,0.002
0.0042,0.0,0.0049
0.0014,0.0,0.0102
0.0017,0.0,0.0076
0.0016,0.0,0.0018
0.0013,0.0,0.0015
0.0001,0.0,0.0
0.002,0.0,0.0023
0.0065,0.0,0.0076
0.0069,0.0,0.0081
0.0073,0.0,0.0085
0.0065,0.0,0.0076
0.0023,0.0,0.0027
0.0018,0.0,0.0021
0.0025,0.0,0.0029
0.002,0.0,0.0023
0.0017,0.0,0.002
0.0019,0.0,0.0022
0.0014,0.0,0.0016
0.0026,0.0,0.003
0.003,0.0,0.0035
0.0041,0.0,0.0048
0.0028,0.0,0.0032
0.0048,0.0,0.0056
0.0143,0.0,0.0169
0.0044,0.0,0.0051
0.0017,0.0,0.0019
0.0013,0.0,0.0014
0.003,0.0,0.0035
0.0029,0.0,0.0034
0.0032,0.0,0.0037
0.0017,0.0,0.0019
0.0129,0.0,0.0152
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.007,0.0,0.0083
0.002,0.0,0.0023
0.0052,0.0,0.0062
0.0,0.0,0.0
0.0161,0.0,0.0191
0.0012,0.0,0.0014
0.0,0.0,0.0
0.0016,0.0,0.0018
0.0024,0.0,0.0027
0.0012,0.0,0.0013
0.0027,0.0,0.0031
0.0042,0.0,0.0049
0.0019,0.0,0.0021
0.0011,0.0,0.0012
0.0009,0.0,0.0001
0.0009,0.0,0.0001
0.0009,0.0,0.0001
0.0009,0.0,0.0001
0.0009,0.0,0.0
0.0012,0.0,0.0028
0.0064,0.0,0.0088
0.0064,0.0,0.0088
0.0064,0.0,0.0088
0.0064,0.0,0.0088
0.0064,0.0,0.0088
0.0064,0.0,0.0088
0.0045,0.0,0.0061
0.0045,0.0,0.0061
0.0048,0.0,0.0064
0.0064,0.0,0.0088
0.0064,0.0,0.0088
0.0006,0.0,0.0004
0.0021,0.0,0.0061
0.0064,0.0,0.0088
0.0,0.0,0.1087
0.0064,0.0,0.0089
0.0015,0.0,0.0019
0.0001,0.0,0.0
0.0007,0.0,0.0006
0.0064,0.0,0.0089
0.001,0.0,0.0012
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0967,0.0,0.2363
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.003,0.0,0.0041
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0024,0.0,0.0
0.0011,0.0,0.0014
0.0012,0.0,0.0015
0.0033,0.0,0.0038
0.0012,0.0,0.0015
0.0,0.0,0.0006
0.0064,0.0,0.0088
0.0008,0.0,0.0001
0.0066,0.0,0.0091
0.0066,0.0,0.0091
0.0,0.0,0.0
0.0064,0.0,0.0089
0.0064,0.0,0.0088
0.006,0.0,0.0083
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0007,0.0,0.0007
0.0008,0.0,0.0008
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0064,0.0,0.0088
0.0064,0.0,0.0088
0.0064,0.0,0.0089
0.0064,0.0,0.0088
0.0064,0.0,0.0088
0.0064,0.0,0.0089
0.0064,0.0,0.0088
0.0064,0.0,0.0088
0.0064,0.0,0.0088
0.0064,0.0,0.0088
0.0064,0.0,0.0088
0.0011,0.0,0.0013
0.0063,0.0,0.0087
0.0064,0.0,0.0089
0.0063,0.0,0.0087
0.0063,0.0,0.0088
0.0001,0.0,0.0002
0.0007,0.0,0.0006
0.0008,0.0,0.0008
0.0007,0.0,0.0006
0.0008,0.0,0.0008
0.0006,0.0,0.0006
0.001,0.0,0.0012
0.0002,0.0,0.0
0.0064,0.0,0.0088
0.0011,0.0,0.0014
0.0011,0.0,0.0014
0.0009,0.0,0.001
0.0002,0.0,0.001
0.0004,0.0,0.0004
0.0064,0.0,0.0089
0.0,0.0,0.0
0.0064,0.0,0.0088
0.0064,0.0,0.0089
0.0064,0.0,0.0088
0.0064,0.0,0.0088
0.0064,0.0,0.0088
0.0064,0.0,0.0088
0.0064,0.0,0.0088
0.0064,0.0,0.0088
0.0064,0.0,0.0088
0.0064,0.0,0.0089
0.0064,0.0,0.0088
0.0064,0.0,0.0089
0.0064,0.0,0.0088
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0064,0.0,0.0088
0.0064,0.0,0.0088
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0066,0.0,0.0091
0.0066,0.0,0.0091
0.0066,0.0,0.0091
0.0066,0.0,0.0091
0.0066,0.0,0.0091
0.0066,0.0,0.0091
0.009,0.0,0.0197
0.0003,0.0,0.0005
0.0088,0.0,0.019
0.0053,0.0,0.0031
0.0088,0.0,0.019
0.0086,0.0,0.0181
0.0082,0.0,0.0161
0.0011,0.0,0.0014
0.0046,0.0,0.0083
0.0004,0.0,0.0006
0.0008,0.0,0.0011
0.0086,0.0,0.0177
0.0048,0.0,0.001
0.0077,0.0,0.0137
0.0034,0.0,0.004
0.0018,0.0,0.0024
0.0006,0.0,0.0007
0.0018,0.0,0.002
0.001,0.0,0.0013
0.001,0.0,0.0011
0.001,0.0,0.0012
0.0011,0.0,0.0014
0.0011,0.0,0.0013
0.0011,0.0,0.0013
0.0011,0.0,0.0014
0.001,0.0,0.0012
0.0011,0.0,0.0013
0.0011,0.0,0.0013
0.001,0.0,0.0012
0.001,0.0,0.0013
0.0012,0.0,0.0015
0.0011,0.0,0.0013
0.0011,0.0,0.0013
0.0012,0.0,0.0015
0.0011,0.0,0.0013
0.0006,0.0,0.0008
0.0077,0.0,0.0139
0.0011,0.0,0.0014
0.0018,0.0,0.002
0.0,0.0,0.0036
0.0057,0.0,0.0047
0.0043,0.0,0.0013
0.0003,0.0,0.0007
0.0003,0.0,0.0005
0.0011,0.0,0.0013
0.001,0.0,0.0012
0.0009,0.0,0.0009
0.0011,0.0,0.0013
0.0011,0.0,0.0014
0.0011,0.0,0.0014
0.001,0.0,0.0011
0.001,0.0,0.0012
0.0011,0.0,0.0013
0.0011,0.0,0.0013
0.0011,0.0,0.0013
0.001,0.0,0.0012
0.0011,0.0,0.0014
0.0012,0.0,0.0015
0.0064,0.0,0.0089
0.0002,0.0,0.0
0.0037,0.0,0.0043
0.0003,0.0,0.0002
0.0042,0.0,0.0051
0.0047,0.0,0.0056
0.0006,0.0,0.0008
0.0002,0.0,0.0001
0.0002,0.0,0.0001
0.0064,0.0,0.0089
0.0,0.0,0.0
0.0004,0.0,0.0006
0.001,0.0,0.0013
0.0012,0.0,0.0015
0.0011,0.0,0.0014
0.0011,0.0,0.0014
0.0008,0.0,0.001
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0,0.0,0.0
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0,0.0,0.0001
0.0012,0.0,0.0015
0.0012,0.0,0.0015
0.0012,0.0,0.0015
0.0004,0.0,0.0
0.001,0.0,0.0012
0.0071,0.0,0.0021
0.0046,0.0,0.0011
0.0049,0.0,0.0012
0.0049,0.0,0.0012
0.0048,0.0,0.0007
0.0051,0.0,0.0021
0.0022,0.0,0.0111
0.05,0.0,0.0605
0.0064,0.0,0.0089
0.0049,0.0,0.0024
0.0064,0.0,0.0089
0.0014,0.0,0.0033
0.0004,0.0,0.0005
0.0011,0.0,0.0029
0.0011,0.0,0.0015
0.0047,0.0,0.0001
0.0116,0.0,0.0014
0.0048,0.0,0.0042
0.0039,0.0,0.0001
0.0049,0.0,0.0029
0.0037,0.0,0.001
0.004,0.0,0.006
0.0038,0.0,0.0002
0.0046,0.0,0.0008
0.0039,0.0,0.0074
0.0008,0.0,0.0024
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.001,0.0,0.0011
0.0012,0.0,0.0015
0.0012,0.0,0.0015
0.0009,0.0,0.0012
0.0006,0.0,0.0008
0.0002,0.0,0.0003
0.0034,0.0,0.0039
0.0,0.0,0.0
0.0011,0.0,0.0013
0.0002,0.0,0.0003
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0012,0.0,0.0015
0.0012,0.0,0.0015
0.0002,0.0,0.0001
0.0005,0.0,0.0007
0.0003,0.0,0.0005
0.0016,0.0,0.0018
0.0003,0.0,0.0005
0.0004,0.0,0.0006
0.0002,0.0,0.0004
0.0064,0.0,0.0089
0.0024,0.0,0.0027
0.0026,0.0,0.0031
0.004,0.0,0.0046
0.003,0.0,0.0035
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0012,0.0,0.0015
0.0012,0.0,0.0015
0.0012,0.0,0.0015
0.0012,0.0,0.0015
0.0011,0.0,0.0014
0.0012,0.0,0.0015
0.0012,0.0,0.0015
0.0012,0.0,0.0015
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0012,0.0,0.0015
0.0006,0.0,0.0008
0.0012,0.0,0.0015
0.0011,0.0,0.0015
0.0083,0.0,0.0165
0.0012,0.0,0.0014
0.0,0.0,0.0
0.0066,0.0,0.0091
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.001,0.0,0.0012
0.0007,0.0,0.0007
0.0006,0.0,0.0007
0.0008,0.0,0.0009
0.0001,0.0,0.0001
0.0,0.0,0.0
0.0008,0.0,0.0009
0.001,0.0,0.0011
0.0002,0.0,0.0002
0.0003,0.0,0.0004
0.0001,0.0,0.0002
0.0066,0.0,0.0091
0.0066,0.0,0.0091
0.0066,0.0,0.0091
0.0064,0.0,0.0089
0.0008,0.0,0.001
0.0077,0.0,0.0139
0.0057,0.0,0.0049
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0008,0.0,0.0007
0.0011,0.0,0.0014
0.0008,0.0,0.0008
0.0009,0.0,0.0
0.0012,0.0,0.0015
0.0012,0.0,0.0015
0.0012,0.0,0.0015
